InvoiceNumber;InvoiceDate;InvoiceCurrencyCode;InvoiceSenderPartyID;InvoiceSenderPartyIDScheme;InvoiceSenderPartyName;InvoiceSenderCountryCode;InvoiceReceiverPartyID;InvoiceReceiverPartyIDScheme;InvoiceReceiverPartyName;InvoiceReceiverCountryCode;InvoiceTotalTaxAmount;InvoiceSubTotalTaxableAmount;InvoiceSubTotalTaxAmount;InvoiceSubTotalTaxCategoryID;InvoiceSubTotalTaxCategoryPercent;InvoiceSubTotalTaxSchemeID;InvoiceTotalLineAmount;InvoiceTaxTotal;InvoiceTotal;InvoicePayableAmount;InvoiceLineID;InvoiceLineQuantity;InvoiceLineUnitCode;InvoiceLineExtensionAmount;InvoiceLineTotalTaxAmount;InvoiceLineSubTotalTaxableAmount;InvoiceLineSubTotalTaxAmount;InvoiceLineSubTotalTaxCategoryID;InvoiceLineSubTotalTaxCategoryPercent;InvoiceLineSubTotalTaxSchemeID;InvoiceLineItemDescription;InvoiceLineUnitPrice;InvoiceLineBaseQuantity;InvoiceLineBaseQuantityUnitCode;InvoiceLineOrderableUnitFactorRate

ss
